,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,target
250,1.724,1.454,997,5.706,93.97,5.532,8.487,2.528,766.9,1.316,6.081,7.394,15.18,2.735,1.493,15.85,2.406,2.691,3.103,21.2,1.599,640.1,3.114,7.683,1.021,14.44,19.85,2.297,1
251,1.638,1.333,8.673,5.403,78.01,1.692,1.994,2.065,583.1,1.256,6.129,8.073,15.21,1.928,5.142,13.75,2.575,2.661,1.167,19.01,5.556,457.9,1.051,7.961,6.545,12.2,21.38,1.418,1
252,1.943,2.383,1.018,8.074,123.7,8.744,1.594,4.515,1603,139,6.132,1.931,21.97,3.463,1.834,22.66,8.191,3.007,3.912,103.9,1.708,1110,5.321,8.314,1.389,18.82,30.93,4.088,0
253,2.202,1.578,1.015,5.033,130.4,1.149,2.545,3.224,1589,1.275,6.113,1.199,25.12,3.861,1.043,22.63,4.953,3.305,5.673,63.33,1.732,1192,4.755,8.465,1.589,19.79,33.58,3.179,0
254,1.618,1.445,915,6.208,133.8,7.785,9.799,1.906,1780,1.327,5.557,9.168,21.78,2.376,1.461,24.31,5.781,2.609,2.702,72.44,1.765,1293,2.375,6.735,1.131,20.44,26.37,1.906,0
255,1.735,15,9.495,3.958,104.3,4.528,55,1.621,947.9,1.206,5.875,6.372,14.86,1.722,8.747,17.71,2.387,2.778,231,21.83,1.129,800,1.831,7.012,8.501,16.14,19.58,1.246,1
256,2.013,3.416,8.713,6.538,72.17,2.173,2.399,2.928,459.3,1.118,5.955,1.974,18.89,9.708,9.924,12.36,2.656,3.267,7.529,17.49,6.203,396,1.376,6.994,5.008,,26.14,1.395,1
257,1.628,1.724,8.671,4.973,84.88,3.275,2.987,1.343,629.6,1.072,5.781,1.597,28.06,1.381,9.117,14.37,2.351,2.473,1.062,17.85,7.958,538.4,1.498,6.443,6.877,13.21,37.17,1.372,1
258,2.016,1.844,8.801,6.543,68.79,1.404,3.614,269,489.5,1.303,5.977,1.621,21.98,1.696,1.045,12.76,3.077,2.965,1.927,20.2,7.485,359.9,2.991,7.662,5.743,10.8,32.04,2.148,1
259,193,2.837,8.293,1.093,56.74,2.381,4.721,4.174,302,1.015,6.621,1.2,15.49,1.248,1.506,9.981,5.381,2.434,9.441,30.18,4.762,241,3.214,7.431,7.698,8.878,17.7,2.899,1
260,1.652,1.639,9.462,5.231,84.08,2.098,3.738,5.701,576,1.142,7.238,6.412,14.23,1.975,7.315,13.72,1.814,2.432,145,14.41,585,514.3,3.113,1.009,9.965,12.99,16.91,2.305,1
261,1.724,2.451,1.133,9.087,133.8,1.259,2.133,4.005,1479,1.665,6.053,1.001,19.54,2.942,191,22.03,4.331,3.032,5.308,52.49,2.173,1250,5.546,8.075,1.489,20.18,25.07,2.715,0
262,2.132,237,9.874,6.471,121.1,8.795,1.335,3.755,1603,1.398,6.022,1.475,18.52,2.089,142,22.93,6.997,3.695,3.157,80.6,1.642,1075,2.806,8.579,1.053,18.46,27.68,1.649,0
263,2.251,1.998,1.323,8.824,91.56,9.176,1.558,4.506,1153,2.226,7.421,1.93,23.75,5.209,1.291,19.2,5.648,4.432,4.646,52.72,2.013,597.8,3.112,1.086,1.768,13.81,41.85,3.108,0
264,193,2.659,117,1.019,43.79,0,0,41,185.2,1.584,7.818,1.508,13.43,1.202,0,7.93,2.241,2.932,0,9.833,0,143.5,0,9.382,7.568,6.981,19.54,1.084,1
265,1.928,3.265,8.792,8.713,67.49,0,0,1.002,408.3,1.076,5.975,1.925,15.15,6.791,0,11.54,3.309,271,0,21.98,0,349.6,0,6.164,4.302,10.66,19.2,1.017,1
266,1.917,1.852,1.053,6.458,125.5,8.994,1.323,2.608,2145,1.624,5.961,1.193,18.57,3.511,1.538,26.14,7.275,3.537,3.879,102.5,2.091,1152,2.945,8.294,1.267,19.21,28.14,2.306,0
267,1.616,1.095,9.056,4.675,97.26,3.334,5.253,1.629,1030,1.389,5.684,8.339,22.02,2.057,9.222,18.1,3.105,2.675,2.712,29.91,153,712.8,1.603,7.873,7.081,15.1,31.69,103,0
268,172,1.295,8.947,4.117,117.5,6.254,109,2.436,1292,1.263,578,5.906,16.85,2.666,9.753,20.38,2.986,2.842,429,35.77,1.535,990,2.975,8.225,1.232,18.03,22.02,156,0
269,1.949,17,1.049,9.407,96.42,8.653,2.135,6.113,959.5,164,7.292,1.268,22.15,6.247,1.848,17.67,7.036,2.844,6.922,60.78,1.785,645.7,6.899,1.132,2.008,14.25,29.51,7.056,0
270,2.595,3.418,802,1.574,73.72,5.588,9.274,6.517,437.6,1.028,6.233,1.905,19.96,1.843,3.487,11.86,4.866,2.955,1.546,34.68,9.314,394.1,8.099,7.009,1.181,11.26,22.33,8.262,1
271,1.662,122,1.007,4.717,90.43,5.069,7.789,313,812.4,1.411,6.566,6.205,15.79,3.542,9.206,16.57,2.787,2.589,2.779,23.35,1.383,584.1,1.759,103,128,13.8,20.86,2.065,0
272,2.378,2.542,1.634,9.783,61.49,5.252,973,1.045,300.2,1.902,9.502,1.093,12.87,3.441,2.188,10.28,4.076,3.038,2.099,20.04,1.025,248.7,3.483,1.252,2.239,9.268,16.38,4.542,1
273,2.157,1.602,1.162,6.985,98.64,8.923,169,3.884,1095,1.878,6.768,9.489,16.67,448,1.271,18.81,4.266,3.585,4.704,41.18,2.027,682.5,3.011,1.065,1.649,14.87,27.37,2.563,0
274,1.533,1.616,8.871,5.517,75.51,1.393,2.669,2.922,546.3,128,6.057,8.652,18.94,188,6.747,13.3,2.222,2.535,1.471,17.12,6.913,428,2.045,7.993,69,11.84,24.99,1.727,1
275,2.303,1.857,1.139,5.607,96.73,7.364,1.639,5.466,943.2,1.678,7.077,1.033,27.54,6.577,109,17.46,0.37,4.218,7.026,32.55,1.712,658.8,4.741,1.341,1.595,14.54,37.13,424,0
276,172,1.386,9.172,4.854,79.19,2.272,3.372,2.304,611.1,1.176,5.914,1.025,16.52,1.843,7.965,14.11,2.505,2.618,1.703,19.68,866,470.9,1.826,7.609,6.829,12.31,23.21,1.819,1
277,1.815,2.027,1.024,9.606,60.34,2.076,2.956,2.968,314.9,1.324,6.905,9.768,12.44,1.148,1.421,10.23,2.773,245,8.867,15.7,6.227,273.9,1.985,7.773,6.492,9.504,15.66,1.432,1
278,2.235,4.499,9.463,1.088,92.87,6.462,1.115,4.768,811.3,1.559,6.433,1.845,23.81,4.059,1.627,16.86,4.207,4.724,3.744,31,1.772,610.7,3.688,1.026,1.306,14.19,34.85,371,0
279,0.18,1.938,9.996,5.682,65.75,1.968,1.923,2.371,394.5,1.343,6.569,5.477,12.22,165,6.929,11.38,1.911,2.937,8.615,11.88,6.696,321.6,8.496,7.722,7.542,10.26,15.65,1.365,1
280,1.421,1.442,7.517,4.942,85.89,1.117,1.271,1.684,680.6,1.108,5.763,1.15,28.21,1.457,5.179,14.69,1.689,2.694,7.934,14.91,5.781,562.1,7.508,7.061,4.726,13.46,35.63,1.203,1
281,1.554,1.029,9.684,5.467,138.1,1.155,1.572,2.205,2022,1.368,5.661,1.361,20.52,3.101,1.466,25.68,6.643,2.268,4.399,81.89,228,1384,3.185,7.425,1.175,21.1,32.07,2.075,0
282,2.164,1.689,117,7.026,108.1,1.028,1.722,4.142,1315,1.789,7.356,1.073,20.68,4.233,1.297,20.96,5.692,3.706,4.784,54.18,2.073,798.8,3.188,1.142,2.022,16.13,31.48,2.501,0
283,1.653,3.799,695,1.713,60.73,0,0,1.688,303.8,7.117,6.447,4.885,18.22,2.729,0,9.968,3.539,1.909,0,21.69,0,288.1,0,6.559,2.344,9.72,20.83,6.736,1
284,254,2.951,1.135,7.017,83.51,2.645,3.136,1.533,616.7,1.297,6.087,1.322,20.78,1.105,1.153,14.16,4.202,3.196,8.112,34.78,6.296,519.4,1.949,6.435,7.589,13,24.11,1.142,1
285,2.301,2.273,1.109,5.551,77.93,5.182,1.218,5.667,888.7,1.637,7.799,01.03,18.7,5.775,1.044,16.82,4.825,4.761,6.956,41,1.546,440.6,4.205,1.402,1.516,11.84,28.12,3.414,0
286,1.945,1.609,1.005,9.058,63.95,3.029,6.154,357,361.2,1.559,6.322,1.222,19.4,2.302,1.112,10.76,1.803,2.622,2.644,11.77,9.749,298.3,3.029,849,9.697,9.876,26.83,2.196,1
287,1.957,5.168,1.167,0.01,96.85,8.624,1.539,2.887,971.4,1.411,6.216,1.452,17.57,2.164,2.801,18.55,1.296,3.414,3.355,101.9,1.667,678.1,6.577,7.147,1.305,14.95,21.43,348,0
288,2.075,2.266,9.906,7.089,92.51,4.603,5.724,1.463,873.2,1.297,5.448,8.121,13.47,1.525,1.286,16.77,522,3.062,1.632,48.29,1.087,641.2,236,6.072,7.624,14.34,16.9,1.428,1
289,1.735,2.144,9.933,1.291,82.15,6.021,1.065,5.891,527.4,1.287,707,1.803,20.76,225,2.295,13.33,3.424,2.226,2.216,20.48,1.105,480.4,5.101,8.486,1.209,12.63,25.47,4.042,1
290,2.196,1.486,1.189,8.805,90.2,5.985,9.366,5.412,897,1.654,7.451,1.377,20.83,3.682,1.448,17.06,5.835,3.196,2.678,50.96,1.556,577.9,2.488,1.151,1.645,13.71,28.14,3.029,0
291,2.906,7.895,1.286,1.038,143.7,1.604,3.754,5.987,1623,1.639,8.142,1.885,23.97,6.164,2.593,23.37,9.317,544,7.681,116.4,2.508,1245,1.091,9.964,3.454,20.18,31.72,6.835,0
292,106,1.989,7.449,7.594,70.67,0,0,1.773,439.6,9.267,5.502,3.896,29.37,5.494,0,11.92,3.141,1.566,0,22.81,0,386,0,5.905,3.558,11.2,38.3,8.878,1
293,2.082,3.756,9.797,4.756,129.9,1.103,1.863,3.288,1540,1.218,5.715,2.284,21.68,3.458,1.806,22.75,6.226,4.045,4.734,67.66,2.255,1194,4.345,7.918,1.339,19.68,34.66,3.368,0
294,1.634,3.056,1.215,7.545,129.1,1.469,1.937,1.039,1298,1.392,7.224,2.91,26.29,2.817,1.843,20.33,519,2.311,2.432,67.1,1.841,1132,2.134,9.203,1.791,19.1,32.72,605,0
295,1.432,1.878,7.818,6.418,84.08,339,1.115,3.696,595.6,9.926,5.935,1.389,15.7,2.317,1.774,13.9,2.913,1.999,3.344,23.29,1.017,516.6,7.927,7.127,958,12.89,19.69,3.961,1
296,1.798,155,9.168,1.082,104.1,6.638,9.769,1.948,1223,0.15,5.391,1.016,19.65,2.045,1.809,19.77,7.474,265,2.829,79.25,152,817.7,35,6.387,8.424,16.07,24.56,2.203,0
297,2.372,1.717,8.142,1.072,66.82,1.111,1.993,4.492,366.3,9.794,5.768,2.542,18.32,6.542,1.111,10.94,1.818,2.699,3.986,13.12,2.222,340.9,1.993,6.736,4.462,10.57,23.31,1.331,1
298,2.069,225,1.096,615,130,1.279,1.974,4.571,1709,1.444,5.999,7.869,21.25,4.245,2.058,23.57,7.456,3.613,4.504,94.03,243,1203,3.832,8.758,1.599,19.69,25.53,4.006,0
299,1.635,1.103,6.576,3.169,91.22,1.374,2.475,1.957,819.7,9.445,5.586,669,18.17,2.167,5.243,16.22,0.23,2.636,1.565,20.56,753,633.1,1.079,7.676,522,14.26,25.26,1.377,1
300,1.718,1.748,9.934,5.293,83.19,2.315,3.889,2.848,622.1,1.289,5.997,1.095,18,2.141,8.179,14.24,2.655,2.779,1.731,20.35,7.926,506.3,2.071,7.918,9.546,12.86,24.82,1.661,1
301,1.668,2.728,1.082,8.902,69.5,2.867,8.448,761,410.4,1.335,6.862,1.489,20.39,255,1.745,11.69,3.198,2.605,2.534,20.74,86,344.9,7.339,8.701,1.289,10.71,25.21,4.785,1
302,185,2.514,1.002,5.251,87.02,5.102,8.705,4.198,639.3,1.349,731,9.223,22.54,4.402,8.304,14.55,1.931,4.128,3.162,15.09,1.126,529.4,2.526,1.076,1.483,13.11,29.16,3.041,1
303,2.036,175,8.481,5.954,61.64,2.292,8.422,4.031,353.6,1.233,7.125,9.429,16.84,3.416,851,10.75,1.844,2.982,4.341,12.07,812,280.5,5.028,9.825,9.228,9.606,23.07,3.471,1
304,2.094,1.897,9.383,6.804,129.7,8.691,1.272,4.045,2009,1.353,5.581,1.186,21.56,3.235,1.712,25.73,9.553,307,3.617,124.4,182,1230,3.446,8.255,1.306,19.8,28.64,3.169,0
305,1.459,194,7.896,7.337,80.98,1.835,1.402,118,586.8,1.068,5.544,8.836,17.67,9.605,5.623,13.82,2.954,2.165,3.469,23.24,3.612,501.3,5.383,6.025,4.522,12.72,20.96,1.174,1
306,1.274,1.951,7.969,5.515,59.75,5.128,3.735,4.583,301,1.086,6.724,1.182,21.68,1.887,5.128,9.965,1.186,2.376,1.868,6.802,2.564,268.8,3.735,9.206,6.053,9.397,27.99,2.674,1
307,1.646,1.921,8.108,4.405,78.78,2.534,6.839,4.622,529.9,1.026,6.154,8.309,14.09,2.431,1.087,13.13,2.666,2.677,3.076,19.96,914,462,4.344,8.824,7.823,12.21,19.29,3.026,1
308,177,214,7.371,553,117.4,5.778,1.103,5.036,1228,8.822,534,1.305,21.84,1.963,1.444,19.76,6.362,2.369,2.535,76.36,9.181,1024,611,6.558,8.642,18.08,24.7,5.296,0
309,1.925,2.161,9.816,7.364,67.49,2.218,6.335,483,440.4,1.327,6.915,1.127,14.98,2.996,1.264,12.13,3.276,302,2.939,20.77,931,333.6,5.263,9.646,1.013,10.48,21.57,3.867,1
310,1.927,2.434,1.049,8.577,72.76,2.594,4.302,1.217,478.6,1.483,6.211,01.01,18.61,1.574,1.107,12.47,243,306,1.624,18.19,8.542,391.2,2.099,6.783,8.499,11.34,23.03,1.641,1
311,1.771,158,1.164,1.127,73,4.796,4.635,3.442,434,1.367,6.072,1.343,13.39,1.822,1.965,11.92,3.384,2.102,8.669,26.33,8.611,384.8,2.187,6.784,1.136,11.28,15.77,3.498,1
312,1.893,2.091,8.865,6.123,109.3,6.576,8.422,3.493,1260,1.168,5.534,1.391,18.8,2.119,1.604,20.05,599,281,2.318,67.34,1.474,886.3,2.626,7.228,9.182,16.78,26.3,247,0
313,169,3.102,7.274,5.541,71.24,1.471,4.505,4.831,453.5,8.864,6.083,8.092,14.07,1.256,1.471,12.12,4.222,2.576,1.201,28.84,3.922,384.6,4.505,7.018,6.064,11.14,15.82,3.387,1
314,1.619,1.322,9.687,9.501,70.79,2.788,5.263,3.534,407.5,1.428,6.408,1.583,17.62,251,1.346,11.62,1.507,2.289,2.123,10.09,9.861,365.6,4.401,8.278,9.752,10.96,26.51,3.378,1
315,1.573,1.344,7.948,3.741,86.24,1.238,1.997,1.126,739.1,105,552,1.166,17.84,7.622,5.044,15.5,258,2.335,106,22.22,5.185,572.3,1.065,6.263,4.052,13.59,26.1,5.274,1
316,1.886,1.848,1.088,5.884,75.46,4.497,7.097,1.982,475.7,1.415,632,7.339,16.02,217,1.304,12.64,2.456,2.787,2.302,15.89,1.105,408.2,2.631,7.427,1.168,11.61,19.67,2.005,1
317,1.609,1.465,9.488,5.872,88.05,4.489,8.625,2.355,906.5,1.265,5.871,1.29,24.98,1.943,9.921,16.99,4.565,2.651,3.169,43.14,1.184,582.7,2.647,7.397,8.511,13.61,35.27,1.488,0
318,1.935,3.194,7.474,6.122,74.23,1.313,1.974,2.211,476.5,9.545,5.878,1.786,24.49,1.361,6.998,12.44,2.512,3.244,7.239,18.21,4.815,417.2,1.596,6.745,5.688,11.6,31.62,2.337,1
319,1.593,1.843,903,1.205,65.67,2.738,5.999,4.938,357.6,1.384,6.127,2.239,27.61,171,1.721,10.84,2.199,2.226,0.2,14.46,9.127,321.4,4.804,8.283,7.658,10.29,34.91,2.736,1
320,2.128,2.137,1.048,4.625,103.4,9.429,255,6.142,915,1.417,7.152,1.205,30.62,7.917,1.608,17.52,2.602,4.089,1.17,22.65,2.356,716.9,7.359,1.409,2.087,15.22,42.79,4.844,0
321,1.936,2.349,8.814,6.064,74.33,1.148,1.583,1.661,483.1,1.223,6.128,1.43,19.11,1.087,7.638,12.61,1.601,3.487,7.915,11.28,5.741,418.7,1.042,6.958,5.253,11.7,26.55,911,1
322,2.166,2.816,9.156,4.938,134.7,1.015,1.523,2.719,1645,1.097,5.419,1.736,20.67,2.534,1.699,23.23,8.336,322,3.092,100.4,1.613,1299,4.093,6.386,1.313,20.47,27.15,3.089,0
323,1.928,2.193,802,4.536,131.1,7.726,1.155,1.589,1657,1.054,5.096,6.863,19.66,1.537,1.247,23.06,5.925,3.055,2.606,74.85,1.425,1274,2.645,5.933,8.564,20.16,23.03,1.376,0
324,201,2.593,9.425,5.518,82.38,1.615,39,2.157,597.5,1.256,5.769,1.219,16.21,1.808,633,13.9,2.345,3.604,1.992,18.24,578,512.2,2.589,7.062,6.219,12.87,23.64,2.178,1
325,1.601,1.341,8.858,5.391,72.49,21,2.783,1.659,521.3,1.453,5.913,1.555,17.57,1.622,5.872,13.05,1.916,2.973,1.811,13.66,8.698,399.8,1.163,7.745,5.313,11.36,36.32,9.947,1
326,1.822,2.769,9.384,8.584,85.31,3.483,9.293,3.479,677.3,1.478,6.207,7.927,15.34,2.256,9.536,14.77,271,3.849,3.009,22.79,9.722,538.9,3.047,8.633,8.498,13.15,20.5,2.017,1
327,1.931,1.397,1.092,624,101.7,8.087,1.466,2.461,1156,1.546,5.796,7.859,19.48,2.394,1.093,19.26,4.743,2.837,3.791,48.31,1.514,748.9,2.813,8.019,1.223,15.46,26,1.484,0
328,2.131,1.177,1.141,5.532,113.4,109,191,2.336,1189,1.703,6.325,679,19.08,3.934,1.384,19.59,2.959,3.109,5.018,31.98,2.543,895,3.055,9.061,1.572,17.05,24.89,2.008,0
329,1.872,1.943,8.302,423,87.84,2.031,2.556,2.177,670.6,1.105,5.669,5.066,16.07,2.096,6.335,14.84,1.705,3.323,1.346,14,6.987,579.1,1.169,7.701,6.374,13.69,20.21,1.587,1
330,1.508,1.536,6.429,3.492,90.3,625,725,1.381,684.6,8.567,5.376,7.198,16.82,5.036,3.608,14.91,1.302,2.458,3.866,10.77,3.333,632.6,4.826,612,2.675,,20.65,371,1
331,1.649,1.708,115,8.261,55.84,1.924,4.132,3.806,284.4,1.724,7.633,5.864,15.83,2.364,104,9.628,1.665,2.926,2.456,8.966,105,230.9,3.259,1.017,8.201,8.726,19.62,2.213,1
332,1.964,256,,468,65.05,1.071,5.774,4.613,403.7,9.527,6.315,1.922,17.48,1.397,1.071,11.48,3.567,2.868,1.925,22.79,3.571,321.2,5.774,7.809,5.907,10.2,24.47,312,1
333,1.791,2.572,1.003,1.291,64.73,1.116,5.025,2.278,347.3,1.265,6.331,02.09,19.59,0.12,7.082,10.65,2.441,2.262,1.005,16.8,2.232,311.7,4.174,6.742,7.504,10.16,22.88,2.222,1
334,2.082,3.232,9.514,7.234,82.85,4.846,1.544,9.627,580.6,1.175,7.325,1.207,16.41,4.061,2.721,13.78,3.921,3.231,4.896,30.19,1.342,476.7,1.114,1.034,1.511,12.45,21.03,7.471,1
335,1.685,2.085,8.974,4.868,94.57,2.957,3.102,2.893,803.7,1.115,5.866,1.111,24.02,1.766,8.606,16.11,3.721,2.522,9.189,33.76,6.946,662.7,1.121,7.246,8.606,14.62,29.11,1.818,1
336,1.765,3.176,909,8.124,134.7,9.561,164,2.365,1656,1.178,5.024,1.48,22.14,292,2.765,23.24,8.601,2.909,3.861,111.7,192,1290,5.489,5.865,1.348,20.58,27.84,3.611,0
337,1.788,1.502,1.053,6.513,66.62,1.216,6.643,2.821,395.4,1.341,645,9.027,15.46,1.153,4.972,11.52,1.913,2.615,2.639,11.86,4.464,329.6,2.817,8.269,7.722,10.44,19.8,8.061,1
338,1.664,2.087,9.246,5.868,87.19,2.443,2.974,2.583,729.8,1.216,5.801,1.336,23.23,1.517,9.064,15.35,346,2.642,1.049,31.24,7.174,573.2,2.021,6.953,6.747,13.62,29.09,2.099,1
339,1.909,159,9.509,6.428,153.5,1.237,195,3.053,2944,1.481,6.309,9.635,26.97,4.126,1.716,31.01,1.058,3.103,582,155.8,2.593,1670,4.497,8.677,1.682,23.21,34.51,2.863,0
340,1.806,1.315,1.059,5.442,88.1,5.381,858,2.464,675.2,1.428,6.079,1.332,18.89,257,1.367,14.8,2.136,2.666,3.438,19.29,1.453,558.1,3.304,7.686,1.147,13.51,27.2,1.957,1
341,1.424,1.544,8.743,5.638,88.52,2.088,1.502,2.087,694.4,1.153,5.883,1.363,16.21,1.008,6.042,15.11,2.543,2.362,5.285,20.74,5.556,593.7,5.254,7.113,5.492,13.87,25.58,7.939,1
342,1.671,2.216,7.561,6.583,73.7,1.162,8.306,2.668,542.5,9.958,5.731,6.724,17.07,,6.296,13.28,3.534,2.731,3.046,26.03,4.262,421,5.949,6.825,363,11.66,19.74,6.991,1
343,1.695,3.464,1.015,1.017,66.85,1.875,2.495,1.971,362.7,1.143,6.556,1.143,23.09,8.614,125,10.93,2.868,2.227,4.158,20.56,3.125,334.2,1.861,6.777,6.797,10.51,24.22,1.443,1
344,2.222,2.309,9.405,1.243,53.27,2.168,1.321,1.178,249.8,163,8.261,1.962,20.7,431,1.022,9.092,1.935,3.322,5.381,10.21,7.879,203.9,7.753,1.486,1.305,8.219,29.72,5.416,1
345,1.467,1.594,8.331,8.109,112.4,5.736,1.204,3.739,1284,1.436,5.407,1.679,25.42,4.122,1.742,20.38,0.51,0.25,5.036,58.38,1.739,928.8,4.942,7.944,1.109,17.27,35.46,4.308,0
346,165,1.291,7.937,4.394,85.48,1.473,2.181,2.074,663.5,1.213,5.701,6.124,16.95,1.676,5.484,14.73,1.584,2.741,1.364,13.22,6.987,552.4,1.451,7.582,5.696,13.4,21.7,125,1
347,1.799,2.475,9.357,9.861,74.87,2.017,716,2.128,527.8,1.406,6.166,2.426,29.29,2.031,9.215,13.12,3.135,2.884,2.923,23.13,6.835,415.1,4.275,722,8.574,11.63,38.81,2.418,1
348,1.533,2.639,876,9.853,81.92,4.391,103,4.205,547.4,1.096,6.184,1.478,19.07,2.002,1.966,13.37,3.602,2.121,2.388,27.49,9.265,485.8,6.271,7.188,1.038,12.56,22.43,4.235,1
349,2.538,31,1.075,1.307,61.93,1.967,8.934,4.225,380.9,1.398,7.029,1.747,19.12,1.352,1.052,11.21,6.965,3.196,2.085,43.52,4.589,289.7,6.021,8.009,8.333,9.742,23.17,1.885,1
350,2.009,1.953,115,9.536,75.03,325,4.006,31,516.4,146,6.506,7.395,15.45,1.115,1.121,13.06,3.446,2.765,1.087,24.53,7.864,420.3,1.651,7.806,7.281,11.71,18.16,1.097,1
351,1.723,1.354,1.075,4.413,87.44,3.152,4.201,1.787,719.8,1.624,6.317,6.068,18.75,3.124,7.369,15.35,1.998,3.518,2.654,16.07,1.427,551.1,1.509,8.665,1.138,13.46,25.16,1.443,1
352,1.547,1.013,784,2.826,100,2.847,4.209,1.345,988.6,1.084,5.443,9.988,19.38,1.807,5.174,17.91,2.298,2.683,226,22.18,8.568,758.6,1.311,6.829,5.616,15.61,31.67,9.105,0
353,2.091,9.947,1.063,5.345,103.7,8.399,1.751,3.359,1035,1.883,665,1.278,33.56,5.564,1.022,18.49,2.419,3.512,5.703,23.02,2.014,744.9,2.889,1.204,1.639,15.53,49.54,2.556,0
354,2.127,1.948,1.046,4.578,137.8,1.322,2.085,2.689,1809,1.268,6.251,9.901,20.86,3.135,1.421,24.3,6.986,3.077,4.433,87.78,2.148,1308,4.005,7.569,1.739,20.55,25.48,2.616,0
355,1.991,1.879,103,4.989,165.5,1.471,231,476,2642,1.342,6.739,9.004,21.6,4.188,1.597,29.92,9.915,3.157,4.658,139.9,2.475,1841,3.571,9.671,2.106,24.63,26.93,3.212,0
356,2.188,1.617,9.073,8.499,70.15,5.941,228,122,351.9,1.143,845,1.231,20.22,3.619,2.919,10.85,1.115,2.597,603,7.228,1.465,338.3,1.535,0.12,166,10.57,22.82,7.643,1
357,2.205,2.401,1.007,5.283,138.9,131,2.712,5.002,2010,1.211,5.898,8.208,23.56,3.172,1.864,25.58,1.004,3.126,6.991,137.9,2.105,1364,9.518,7.849,1.606,20.94,27,3.908,0
358,2.096,1.495,1.155,8.699,105.7,9.479,2.133,5.984,1272,1.855,7.331,1.072,22.91,4.925,139,20.19,552,3.274,7.356,58.63,2.034,782.6,595,1.252,1.752,15.78,30.5,3.976,0
359,1.885,2.028,9.823,5.878,93.63,5.598,1.319,4.022,799.6,1.446,6.125,1.019,21.72,4.238,1.161,15.89,286,3.591,5.186,24.91,1.447,633,4.815,1.014,1.098,14.25,30.36,2.995,0
360,1.663,1.641,1.032,119,127.7,9.063,1.655,1.807,1421,1.528,5.391,1.375,25,1.845,1.499,21.44,4.674,2.293,3.977,56.18,1.466,1191,4.907,6.091,9.871,19.59,30.96,1.929,0
361,1.539,1.939,8.313,7.881,77.88,8.535,7.756,2.222,544.3,1.222,5.945,1.532,19.02,9.052,6.522,13.35,184,2.554,3.619,13.24,3.983,464.4,7.004,7.207,4.202,12.3,28.46,8.432,1
362,1.813,1.316,6.828,3.308,88.97,1.339,2.224,2.095,718.9,9.384,5.536,5.762,16.62,2.006,4.832,15.14,1.555,2.679,1.384,14.03,6.222,599.4,9.904,7.698,5.319,13.9,21.8,1.315,1
363,159,1.465,9.311,5.528,76.84,1.963,1.972,253,532.8,1.275,5.907,7.285,12.74,1.232,6.273,13.14,1.822,2.514,8.636,13.25,7.025,448.6,8.342,7.898,5.241,12.06,18.41,9.789,1
364,1.692,3.759,924,1.094,59.01,1.282,3.996,4.623,295.8,1.103,6.576,1.879,21.94,8.298,1.282,9.845,3.013,2.435,7.993,17.86,2.564,264,3.996,7.393,5.605,9.333,25.05,1.834,1
365,2.419,3.003,1.184,6.399,122.8,1.471,3.001,6.193,2019,1.622,7.871,9.053,10.38,6.656,1.587,25.38,1.095,4.601,7.119,153.4,2.654,1001,5.373,1.189,2.776,17.99,17.33,4.904,0
366,1.895,1.357,1.227,8.064,71.9,5.669,1.044,304,514,1.909,687,1.428,21.35,2.698,1.037,12.84,2.366,2.964,4.023,16.97,1.424,371.1,2.595,9.606,1.218,10.95,35.34,1.764,0
367,1.998,1.703,104,4.185,107,7.752,1.354,3.817,1261,1.446,6.515,6.857,17.88,5.804,9.067,20.21,334,427,5.274,35.03,1.864,807.2,2.664,1.233,1.559,16.13,27.26,2.868,0
368,1.713,2.086,7.335,7.802,84.06,1.256,18,2.701,648.3,1.118,5.888,1.473,20.54,1.646,5.564,14.5,3.237,2.687,7.698,26.07,4.195,538.7,1.341,7.429,5.275,13.16,28.46,2.052,1
369,187,2.882,8.098,1.266,47.98,0,0,6.872,,1.256,7.285,1.462,25.49,834,0,9.077,3.777,3.058,0,19.14,0,178.8,0,9.938,4.878,7.729,30.92,9.692,1
370,2.111,4.197,1.066,9.549,58.79,4.375,313,9.559,324.7,1.482,8.046,1.194,17.33,4.365,3.322,10.31,3.274,4.228,1.252,17.67,175,250.5,3.038,1.175,1.413,9.029,22.65,8.606,1
371,1.869,4.022,1.165,1.056,107.5,7.981,1.799,6.187,975.2,1.426,6.532,1.457,21.88,2.116,1.186,17.73,5.706,2.736,3.344,57.72,1.047,826.8,5.839,7.953,1.283,16.26,25.21,3.756,0
372,1.528,146,8.206,4.029,102.7,3.323,3.299,3.042,1150,1.181,5.697,1.187,23.24,1.551,7.591,19.19,3.795,2.948,1.459,40.51,9.975,797.8,1.101,8.452,6.669,16.02,33.88,9.269,0
373,1.726,1.114,111,103,142,1.389,2.439,4.239,2027,141,5.623,1.256,22.39,2.113,2.454,25.45,1.176,206,4.107,158.7,2.216,1479,5.198,7.115,1.159,21.56,26.4,2.891,0
374,1.752,1.898,978,5.769,131.2,9.791,144,2.498,1731,1.166,5.533,2.463,28.25,1.922,1.678,23.69,7.655,2.572,3.215,99.04,1.628,1261,395,6.637,1.034,20.13,38.25,2.423,0
